stem,detector,bin_name,severity,n_gt,recall
hv42_256,yolo_nano,moderate,0.399664044380188,7,0.7142857142857143
hv42_261,yolo_nano,heavy,0.4509820342063904,4,1.0
hv42_283,yolo_nano,moderate,0.4071367979049682,4,0.0
hv42_297,yolo_nano,moderate,0.4101486802101135,6,0.8333333333333334
hv42_304,yolo_nano,moderate,0.3719761967658996,5,0.8
hv42_326,yolo_nano,moderate,0.4018490314483642,5,0.6
hv42_336,yolo_nano,heavy,0.4660460352897644,6,0.16666666666666666
hv42_350,yolo_nano,light,0.3122707009315491,10,0.5
hv42_361,yolo_nano,moderate,0.3585251569747925,7,0.8571428571428571
hv42_37,yolo_nano,light,0.339110255241394,3,0.3333333333333333
hv42_379,yolo_nano,moderate,0.4010189175605774,4,0.5
hv42_394,yolo_nano,moderate,0.4069273471832275,6,0.3333333333333333
hv42_420,yolo_nano,moderate,0.34768146276474,7,0.7142857142857143
hv42_433,yolo_nano,light,0.3282321691513061,7,0.7142857142857143
hv42_440,yolo_nano,moderate,0.4138081073760986,5,0.4
hv42_450,yolo_nano,moderate,0.4181486964225769,2,0.5
hv42_487,yolo_nano,heavy,0.4670343995094299,3,0.3333333333333333
hv42_496,yolo_nano,moderate,0.4051876664161682,6,0.5
hv42_505,yolo_nano,moderate,0.4091566205024719,3,0.6666666666666666
hv42_525,yolo_nano,heavy,0.4390381574630737,5,0.4
hv42_535,yolo_nano,heavy,0.4626768827438354,6,0.5
hv42_543,yolo_nano,moderate,0.3742637038230896,5,0.8
hv42_550,yolo_nano,moderate,0.3877986073493957,6,0.5
hv42_555,yolo_nano,moderate,0.3531492948532104,4,0.5
hv42_562,yolo_nano,moderate,0.378990888595581,6,0.5
hv42_570,yolo_nano,moderate,0.4277389049530029,4,1.0
hv42_576,yolo_nano,moderate,0.4096840620040893,6,0.5
hv42_582,yolo_nano,moderate,0.3521137833595276,4,1.0
hv42_586,yolo_nano,moderate,0.4175238609313965,4,0.75
hv42_594,yolo_nano,moderate,0.3726379871368408,3,1.0
hv42_6,yolo_nano,moderate,0.4044005870819092,3,1.0
hv42_60,yolo_nano,light,0.3228016495704651,2,1.0
hv42_601,yolo_nano,moderate,0.4061403274536133,1,1.0
hv42_620,yolo_nano,heavy,0.4448636174201965,2,0.5
hv42_651,yolo_nano,moderate,0.3687124848365783,6,0.5
hv42_658,yolo_nano,moderate,0.3924834132194519,4,0.5
hv42_664,yolo_nano,moderate,0.3900569677352905,5,0.8
hv42_675,yolo_nano,moderate,0.4240299463272095,4,0.5
hv42_686,yolo_nano,heavy,0.4331125617027282,1,1.0
hv42_716,yolo_nano,moderate,0.3742865920066833,1,1.0
hv42_736,yolo_nano,heavy,0.4839325547218323,1,0.0
hv42_752,yolo_nano,moderate,0.3644137382507324,2,0.5
hv42_774,yolo_nano,moderate,0.4192944765090942,1,0.0
hv42_796,yolo_nano,heavy,0.4593494534492492,1,1.0
hv42_837,yolo_nano,heavy,0.4445457458496094,3,0.6666666666666666
hv42_846,yolo_nano,moderate,0.3640629649162292,5,0.0
hv42_855,yolo_nano,heavy,0.4391360878944397,3,0.6666666666666666
hv42_861,yolo_nano,heavy,0.4675226807594299,2,0.5
hv42_885,yolo_nano,moderate,0.3953263759613037,3,0.3333333333333333
hv42_895,yolo_nano,moderate,0.4082230925559997,3,1.0
hv42_906,yolo_nano,heavy,0.4482395052909851,1,1.0
hv42_916,yolo_nano,moderate,0.4119096398353576,6,0.5
hv42_925,yolo_nano,moderate,0.4098215103149414,6,0.3333333333333333
hv42_933,yolo_nano,clear,0.2447839379310608,6,0.6666666666666666
hv42_937,yolo_nano,moderate,0.3735221624374389,5,0.6
hv42_943,yolo_nano,heavy,0.4331362247467041,3,0.3333333333333333
hv42_970,yolo_nano,light,0.3063192963600158,8,0.875
hv42_976,yolo_nano,light,0.3224942088127136,7,0.7142857142857143
hv42_981,yolo_nano,light,0.2819439768791199,4,1.0
hv42_986,yolo_nano,moderate,0.3547906875610351,5,0.8
hv42_99,yolo_nano,moderate,0.4149585366249084,3,0.3333333333333333
hv42_999,yolo_nano,moderate,0.3945319652557373,3,0.6666666666666666
hv43_1038,yolo_nano,moderate,0.3893799185752868,1,0.0
hv43_1095,yolo_nano,heavy,0.5259484052658081,5,0.0
hv43_1212,yolo_nano,heavy,0.4939239025115967,1,0.0
hv43_1273,yolo_nano,heavy,0.4427590370178222,13,0.46153846153846156
hv43_1298,yolo_nano,light,0.2913057208061218,6,0.6666666666666666
hv43_1306,yolo_nano,clear,0.220717191696167,5,1.0
hv43_1364,yolo_nano,heavy,0.4810680150985718,14,0.14285714285714285
hv43_324,yolo_nano,heavy,0.5361424684524536,4,0.0
hv43_336,yolo_nano,heavy,0.5002501010894775,3,0.3333333333333333
hv43_451,yolo_nano,heavy,0.6205497980117798,1,0.0
hv43_482,yolo_nano,heavy,0.5735046863555908,3,0.3333333333333333
hv43_644,yolo_nano,heavy,0.5164495706558228,3,0.0
hv43_672,yolo_nano,heavy,0.6137037873268127,6,0.0
hv43_685,yolo_nano,heavy,0.5350267887115479,4,0.0
hv43_724,yolo_nano,heavy,0.4319630861282348,5,0.0
hv43_931,yolo_nano,clear,0.1809083223342895,3,0.3333333333333333
hv44_1,yolo_nano,heavy,0.4357630014419555,6,0.16666666666666666
hv44_2,yolo_nano,heavy,0.4340309500694275,5,0.2
hv44_20,yolo_nano,heavy,0.5221580266952515,1,1.0
hv44_25,yolo_nano,heavy,0.5412452220916748,3,0.3333333333333333
hv44_29,yolo_nano,heavy,0.4814024567604065,1,0.0
hv44_3,yolo_nano,heavy,0.5139008164405823,6,0.16666666666666666
hv44_31,yolo_nano,heavy,0.5490968227386475,3,0.0
hv44_34,yolo_nano,heavy,0.4931374788284302,3,0.0
hv44_35,yolo_nano,heavy,0.5656044483184814,5,0.0
hv44_38,yolo_nano,heavy,0.5153367519378662,9,0.3333333333333333
hv44_39,yolo_nano,heavy,0.5472971200942993,10,0.5
hv44_4,yolo_nano,heavy,0.4910537004470825,8,0.25
hv44_41,yolo_nano,heavy,0.5576915740966797,7,0.5714285714285714
hv44_43,yolo_nano,moderate,0.4135898947715759,3,0.3333333333333333
hv44_44,yolo_nano,moderate,0.3771601319313049,2,1.0
hv44_47,yolo_nano,light,0.3118961453437805,3,1.0
hv44_49,yolo_nano,moderate,0.3549937009811401,2,0.5
hv45_159,yolo_nano,clear,0.042508840560913,1,0.0
hv45_31,yolo_nano,clear,0.1510310173034668,1,0.0
hv45_315,yolo_nano,clear,0.1357662677764892,1,0.0
hv45_82,yolo_nano,clear,0.0600473880767822,1,0.0
hv46_124,yolo_nano,heavy,0.5605795383453369,1,0.0
hv46_433,yolo_nano,heavy,0.593998908996582,3,0.0
hv47_1003,yolo_nano,heavy,0.5150078535079956,1,0.0
hv47_1009,yolo_nano,heavy,0.5169037580490112,1,0.0
hv47_1065,yolo_nano,heavy,0.5180607438087463,1,1.0
hv47_1069,yolo_nano,heavy,0.5037021636962891,1,0.0
hv47_1086,yolo_nano,heavy,0.512945294380188,2,0.0
hv47_1096,yolo_nano,heavy,0.5168037414550781,1,0.0
hv47_1115,yolo_nano,heavy,0.543216347694397,2,0.0
hv47_1167,yolo_nano,moderate,0.4215816855430603,1,1.0
hv47_118,yolo_nano,heavy,0.496755838394165,1,0.0
hv47_1187,yolo_nano,heavy,0.486828863620758,1,0.0
hv47_1192,yolo_nano,heavy,0.4435901045799255,1,1.0
hv47_153,yolo_nano,heavy,0.4983911514282226,1,0.0
hv47_208,yolo_nano,heavy,0.4637556672096252,1,0.0
hv47_275,yolo_nano,heavy,0.4916616678237915,1,0.0
hv47_322,yolo_nano,heavy,0.5036655068397522,1,0.0
hv47_37,yolo_nano,heavy,0.532340407371521,1,0.0
hv47_408,yolo_nano,heavy,0.5255258083343506,1,0.0
hv47_488,yolo_nano,heavy,0.5276066064834595,1,0.0
hv47_547,yolo_nano,heavy,0.5420283079147339,1,0.0
hv47_566,yolo_nano,heavy,0.4972060918807983,2,0.0
hv47_588,yolo_nano,heavy,0.5118111371994019,1,0.0
hv47_60,yolo_nano,heavy,0.4707031846046448,1,0.0
hv47_624,yolo_nano,moderate,0.4011086225509643,1,1.0
hv47_642,yolo_nano,heavy,0.5315532684326172,1,0.0
hv47_661,yolo_nano,heavy,0.4938854575157165,2,0.5
hv47_674,yolo_nano,heavy,0.4717868566513061,1,1.0
hv47_699,yolo_nano,light,0.3365156650543213,1,1.0
hv47_71,yolo_nano,heavy,0.453313946723938,1,1.0
hv47_727,yolo_nano,moderate,0.4161493182182312,1,1.0
hv47_729,yolo_nano,heavy,0.4950259327888489,1,0.0
hv47_76,yolo_nano,heavy,0.4869180917739868,1,0.0
hv47_766,yolo_nano,heavy,0.4659430980682373,1,0.0
hv47_786,yolo_nano,heavy,0.4605323672294616,1,1.0
hv47_80,yolo_nano,heavy,0.514082670211792,1,0.0
hv47_844,yolo_nano,moderate,0.4256624579429626,2,1.0
hv47_856,yolo_nano,heavy,0.4963011741638183,1,1.0
hv47_858,yolo_nano,moderate,0.3824631571769714,1,1.0
hv47_871,yolo_nano,heavy,0.4772264957427978,1,1.0
hv47_887,yolo_nano,heavy,0.4785126447677612,1,1.0
hv47_898,yolo_nano,heavy,0.4937568306922912,2,0.5
hv47_92,yolo_nano,heavy,0.5248994827270508,1,0.0
hv47_936,yolo_nano,heavy,0.5219112634658813,1,0.0
hv47_95,yolo_nano,heavy,0.4718078374862671,2,0.0
hv47_952,yolo_nano,heavy,0.4689002633094787,1,1.0
hv48_,yolo_nano,heavy,0.4334866404533386,10,0.6
hv48_104,yolo_nano,moderate,0.3955809473991394,3,1.0
hv48_190,yolo_nano,moderate,0.4010891914367676,3,0.3333333333333333
hv48_196,yolo_nano,heavy,0.4554903507232666,3,0.6666666666666666
hv48_200,yolo_nano,heavy,0.4672314524650574,2,1.0
hv48_255,yolo_nano,heavy,0.4826156497001648,5,0.4
hv48_4,yolo_nano,heavy,0.5420616865158081,8,0.875
hv48_63,yolo_nano,heavy,0.5134307146072388,3,0.6666666666666666
hv49_,yolo_nano,heavy,0.4380524754524231,1,0.0
hv49_78,yolo_nano,moderate,0.3983153700828552,1,0.0
hv49_82,yolo_nano,moderate,0.4167386293411255,3,0.0
hv4_133,yolo_nano,light,0.2861334681510925,2,0.0
hv4_162,yolo_nano,light,0.2938202619552612,5,0.2
hv4_259,yolo_nano,moderate,0.3599156141281128,3,0.6666666666666666
hv4_267,yolo_nano,clear,0.182798683643341,5,0.6
hv4_273,yolo_nano,clear,0.1316655278205871,5,0.6
hv4_289,yolo_nano,light,0.2941235303878784,4,1.0
hv4_294,yolo_nano,clear,0.2237406373023986,3,1.0
hv4_304,yolo_nano,light,0.3040385246276855,7,0.7142857142857143
hv4_308,yolo_nano,heavy,0.4521822929382324,5,0.8
hv4_34,yolo_nano,moderate,0.4189148545265198,9,0.6666666666666666
hv50_,yolo_nano,light,0.3025242686271667,1,1.0
hv50_121,yolo_nano,heavy,0.4353004097938537,2,0.5
hv50_186,yolo_nano,moderate,0.3865965008735657,1,1.0
hv50_213,yolo_nano,moderate,0.3686800003051758,5,0.2
hv50_223,yolo_nano,light,0.3384782671928406,5,0.4
hv50_230,yolo_nano,moderate,0.3808111548423767,3,0.0
hv50_241,yolo_nano,moderate,0.3838054537773132,1,1.0
hv50_259,yolo_nano,moderate,0.3988937139511108,7,0.2857142857142857
hv50_26,yolo_nano,light,0.3167644739151001,2,1.0
hv50_304,yolo_nano,moderate,0.4021060466766357,6,0.5
hv50_319,yolo_nano,heavy,0.450046956539154,5,0.8
hv50_348,yolo_nano,heavy,0.4861367344856262,4,0.25
hv50_366,yolo_nano,heavy,0.4850387573242187,5,0.4
hv50_384,yolo_nano,heavy,0.4703888297080993,5,0.6
hv50_392,yolo_nano,heavy,0.4792252779006958,3,1.0
hv50_408,yolo_nano,heavy,0.4923036694526672,9,0.3333333333333333
hv50_416,yolo_nano,heavy,0.4884671568870544,8,0.375
hv50_446,yolo_nano,heavy,0.5019901394844055,3,0.6666666666666666
hv50_465,yolo_nano,heavy,0.4978435039520263,5,0.4
hv50_481,yolo_nano,heavy,0.4981110692024231,7,0.2857142857142857
hv50_493,yolo_nano,heavy,0.4442030191421509,5,0.4
hv50_528,yolo_nano,heavy,0.5001280307769775,8,0.125
hv50_57,yolo_nano,moderate,0.3568271398544311,2,1.0
hv50_620,yolo_nano,heavy,0.4456965923309326,4,0.75
hv50_639,yolo_nano,heavy,0.4563847184181213,6,0.5
hv50_649,yolo_nano,moderate,0.3870936036109924,4,0.5
hv50_696,yolo_nano,moderate,0.4244884252548218,7,0.8571428571428571
hv50_718,yolo_nano,light,0.3255792260169983,7,0.5714285714285714
hv50_736,yolo_nano,moderate,0.3499346375465393,7,1.0
hv50_793,yolo_nano,moderate,0.4023544788360595,6,0.8333333333333334
hv50_81,yolo_nano,moderate,0.3759098052978515,2,0.5
hv5_106,yolo_nano,heavy,0.7539849281311035,3,0.3333333333333333
hv5_136,yolo_nano,heavy,0.4637694358825683,31,0.0
hv5_147,yolo_nano,heavy,0.4602611064910888,29,0.0
hv5_22,yolo_nano,heavy,0.7028960585594177,5,0.0
hv5_30,yolo_nano,heavy,0.8009649515151978,4,0.0
hv5_34,yolo_nano,heavy,0.8183000087738037,4,0.0
hv5_50,yolo_nano,heavy,0.5528594255447388,13,0.5384615384615384
hv5_56,yolo_nano,heavy,0.5495213270187378,16,0.5
hv5_70,yolo_nano,clear,0.1401801705360412,10,0.3
hv5_75,yolo_nano,clear,0.1444246172904968,10,0.2
hv5_80,yolo_nano,heavy,0.5515139102935791,12,0.3333333333333333
hv5_86,yolo_nano,moderate,0.3631836175918579,14,0.5714285714285714
hv5_94,yolo_nano,light,0.3345850110054016,18,0.3333333333333333
hv6_100,yolo_nano,moderate,0.3401638865470886,4,0.5
hv6_102,yolo_nano,light,0.3390290737152099,4,0.5
hv6_106,yolo_nano,moderate,0.3886953592300415,5,0.4
hv6_13,yolo_nano,heavy,0.6056931018829346,26,0.07692307692307693
hv6_133,yolo_nano,heavy,0.5983872413635254,8,0.625
hv6_139,yolo_nano,heavy,0.6226850748062134,9,0.2222222222222222
hv6_142,yolo_nano,heavy,0.6174849271774292,11,0.45454545454545453
hv6_144,yolo_nano,moderate,0.4111719131469726,14,0.5
hv6_147,yolo_nano,moderate,0.3892073631286621,14,0.5
hv6_148,yolo_nano,moderate,0.4030665755271911,11,0.6363636363636364
hv6_152,yolo_nano,moderate,0.3970780372619629,8,0.5
hv6_153,yolo_nano,moderate,0.4120665192604065,10,0.4
hv6_154,yolo_nano,heavy,0.489084243774414,13,0.0
hv6_16,yolo_nano,heavy,0.6063125729560852,27,0.14814814814814814
hv6_166,yolo_nano,clear,0.2120424509048462,14,0.5714285714285714
hv6_20,yolo_nano,heavy,0.6022714972496033,30,0.16666666666666666
hv6_204,yolo_nano,light,0.3145787119865417,13,0.7692307692307693
hv6_208,yolo_nano,moderate,0.340945839881897,9,0.5555555555555556
hv6_217,yolo_nano,heavy,0.5121579766273499,18,0.3333333333333333
hv6_218,yolo_nano,heavy,0.5063174962997437,17,0.35294117647058826
hv6_223,yolo_nano,heavy,0.4952452182769775,14,0.5
hv6_226,yolo_nano,heavy,0.4794282913208008,17,0.4117647058823529
hv6_24,yolo_nano,heavy,0.6024221181869507,31,0.12903225806451613
hv6_9,yolo_nano,heavy,0.5440424084663391,13,0.07692307692307693
hv6_96,yolo_nano,clear,0.1749236583709716,10,0.3
hv6_97,yolo_nano,moderate,0.3576647043228149,4,0.5
hv7_126,yolo_nano,heavy,0.4479577541351318,8,0.25
hv7_132,yolo_nano,heavy,0.4324903488159179,8,0.125
hv7_138,yolo_nano,heavy,0.7561404705047607,2,0.0
hv7_21,yolo_nano,heavy,0.4413148164749145,5,0.0
hv7_22,yolo_nano,heavy,0.4804054498672485,8,0.0
hv7_27,yolo_nano,light,0.2769587635993957,2,0.0
hv8_120,yolo_nano,heavy,0.5339416265487671,7,0.0
hv8_128,yolo_nano,heavy,0.6679257750511169,2,0.0
hv8_147,yolo_nano,heavy,0.7314962148666382,8,0.5
hv8_160,yolo_nano,heavy,0.7463420629501343,1,0.0
hv8_169,yolo_nano,heavy,0.655045211315155,2,0.0
hv8_256,yolo_nano,heavy,0.7317471504211426,9,0.0
hv8_262,yolo_nano,heavy,0.7115190029144287,6,0.0
hv8_325,yolo_nano,heavy,0.4555853605270386,1,0.0
hv8_367,yolo_nano,heavy,0.6155699491500854,2,0.0
hv8_58,yolo_nano,moderate,0.3702341318130493,19,0.0
hv8_88,yolo_nano,heavy,0.6197935938835144,6,0.0
hv8_99,yolo_nano,heavy,0.5367578268051147,6,0.0
hv9_1,yolo_nano,heavy,0.7907665967941284,3,0.0
hv9_14,yolo_nano,heavy,0.4639322757720947,5,0.4
hv9_182,yolo_nano,heavy,0.720538854598999,4,0.0
hv9_186,yolo_nano,heavy,0.7177373766899109,2,0.0
hv9_188,yolo_nano,heavy,0.7163113355636597,2,0.0
hv9_198,yolo_nano,heavy,0.5688751339912415,3,0.3333333333333333
hv9_202,yolo_nano,heavy,0.5859094262123108,4,0.25
hv9_21,yolo_nano,heavy,0.4902364611625671,11,0.2727272727272727
hv9_215,yolo_nano,heavy,0.7444028854370117,1,0.0
hv9_221,yolo_nano,heavy,0.7188644409179688,2,0.0
hv9_223,yolo_nano,heavy,0.6497899293899536,8,0.0
hv9_36,yolo_nano,moderate,0.4235070943832397,4,0.5
hv9_47,yolo_nano,heavy,0.4931766390800476,12,0.4166666666666667
IRQ_Bing_005,yolo_nano,clear,0.1903339028358459,7,0.5714285714285714
IRQ_Bing_007,yolo_nano,moderate,0.3490693569183349,10,0.0
IRQ_Bing_017,yolo_nano,clear,0.2256149053573608,10,0.3
IRQ_Bing_018,yolo_nano,clear,0.2303370237350464,9,0.0
IRQ_Bing_078,yolo_nano,heavy,0.4934218525886535,4,1.0
IRQ_Bing_101,yolo_nano,moderate,0.3940805196762085,1,0.0
IRQ_Bing_113,yolo_nano,clear,0.1288841366767883,2,0.0
IRQ_Bing_146,yolo_nano,heavy,0.51161128282547,10,0.4
IRQ_Bing_228,yolo_nano,heavy,0.620331346988678,8,0.375
IRQ_Bing_250,yolo_nano,light,0.3377595543861389,9,0.1111111111111111
IRQ_Bing_257,yolo_nano,light,0.2681462168693542,7,0.0
IRQ_Bing_263,yolo_nano,heavy,0.7783462405204773,1,1.0
IRQ_Bing_29,yolo_nano,light,0.3055823445320129,1,0.0
IRQ_Bing_399,yolo_nano,clear,0.1504130363464355,3,0.3333333333333333
IRQ_Bing_460,yolo_nano,moderate,0.4193212985992431,9,0.2222222222222222
IRQ_Bing_516,yolo_nano,moderate,0.3852410912513733,7,0.7142857142857143
IRQ_Bing_674,yolo_nano,light,0.2523682117462158,15,0.26666666666666666
IRQ_Bing_775,yolo_nano,moderate,0.3786740899085998,11,0.8181818181818182
IRQ_Google_010,yolo_nano,light,0.2848943471908569,7,0.7142857142857143
IRQ_Google_027,yolo_nano,heavy,0.6228811740875244,7,0.7142857142857143
IRQ_Google_030,yolo_nano,light,0.3327289223670959,5,0.4
IRQ_Google_077,yolo_nano,heavy,0.7070326209068298,11,0.2727272727272727
IRQ_Google_084,yolo_nano,heavy,0.7423801422119141,3,0.3333333333333333
IRQ_Google_109,yolo_nano,heavy,0.7195795178413391,3,0.0
IRQ_Google_115,yolo_nano,moderate,0.4210424423217773,5,0.0
IRQ_Google_121,yolo_nano,moderate,0.401950478553772,13,0.46153846153846156
IRQ_Google_136,yolo_nano,moderate,0.4014737010002136,7,0.7142857142857143
IRQ_Google_147,yolo_nano,light,0.3386732935905456,4,0.25
IRQ_Google_148,yolo_nano,clear,0.0901530981063842,7,0.0
IRQ_Google_161,yolo_nano,heavy,0.7247644662857056,9,0.3333333333333333
IRQ_Google_210,yolo_nano,heavy,0.5954062342643738,2,1.0
IRQ_Google_211,yolo_nano,heavy,0.6830462217330933,4,0.0
IRQ_Google_243,yolo_nano,heavy,0.5427881479263306,1,0.0
IRQ_Google_250,yolo_nano,heavy,0.4854359030723572,7,0.2857142857142857
IRQ_Google_260,yolo_nano,heavy,0.4579887986183166,3,0.0
IRQ_Google_314,yolo_nano,heavy,0.7228027582168579,8,0.625
IRQ_Google_323,yolo_nano,heavy,0.6089590191841125,2,0.5
IRQ_Google_327,yolo_nano,moderate,0.4012166261672973,6,0.16666666666666666
IRQ_Google_422,yolo_nano,heavy,0.4380459189414978,7,0.14285714285714285
IRQ_Google_46,yolo_nano,heavy,0.4618151783943176,2,0.0
IRQ_Google_464,yolo_nano,light,0.2735877633094787,4,0.25
IRQ_Google_468,yolo_nano,heavy,0.647084653377533,8,0.125
IRQ_Google_470,yolo_nano,heavy,0.5404098629951477,22,0.8636363636363636
IRQ_Google_476,yolo_nano,moderate,0.3504984974861145,1,0.0
IRQ_Google_484,yolo_nano,heavy,0.4578118920326233,8,0.125
IRQ_Google_490,yolo_nano,moderate,0.4032338857650757,61,0.4098360655737705
IRQ_Google_494,yolo_nano,moderate,0.3466537594795227,5,0.2
IRQ_Google_495,yolo_nano,heavy,0.6993298530578613,4,0.5
IRQ_Google_508,yolo_nano,heavy,0.6017987728118896,4,0.25
IRQ_Google_510,yolo_nano,moderate,0.4266912341117859,2,1.0
IRQ_Google_523,yolo_nano,heavy,0.478335976600647,9,0.5555555555555556
IRQ_Google_525,yolo_nano,moderate,0.3597437143325805,4,0.25
IRQ_Google_533,yolo_nano,moderate,0.4247620701789856,4,0.0
IRQ_Google_540,yolo_nano,moderate,0.3811854720115661,5,0.6
IRQ_Google_658,yolo_nano,heavy,0.4326043128967285,2,1.0
JL_Baidu_000,yolo_nano,heavy,0.5486433506011963,6,0.0
JL_Baidu_014,yolo_nano,heavy,0.8027600646018982,7,0.2857142857142857
JL_Baidu_016,yolo_nano,heavy,0.7543587684631348,9,0.3333333333333333
JL_Baidu_057,yolo_nano,heavy,0.6714879870414734,3,0.3333333333333333
JL_Baidu_089,yolo_nano,heavy,0.6987125873565674,27,0.0
JL_Baidu_093,yolo_nano,heavy,0.6641757488250732,3,0.6666666666666666
JL_Baidu_110,yolo_nano,heavy,0.5847204923629761,2,1.0
JL_Baidu_138,yolo_nano,heavy,0.5888376235961914,12,0.0
JL_Baidu_145,yolo_nano,light,0.33799809217453,2,0.0
JL_Baidu_146,yolo_nano,heavy,0.6269657611846924,3,0.0
JL_Baidu_150,yolo_nano,heavy,0.5905916690826416,3,0.0
JL_Baidu_153,yolo_nano,heavy,0.5223442316055298,3,1.0
JL_Baidu_198,yolo_nano,heavy,0.5176112651824951,12,0.5
JL_Baidu_230,yolo_nano,heavy,0.6985893249511719,2,1.0
JL_Baidu_231,yolo_nano,heavy,0.7129138708114624,1,0.0
JL_Baidu_232,yolo_nano,heavy,0.6799975633621216,1,0.0
JL_Bing_002,yolo_nano,heavy,0.4378125667572021,8,0.625
JL_Bing_014,yolo_nano,heavy,0.6703974008560181,1,1.0
JL_Bing_05,yolo_nano,moderate,0.4281659722328186,5,1.0
JL_Bing_055,yolo_nano,moderate,0.3569623231887817,2,0.0
JL_Bing_064,yolo_nano,heavy,0.6816114187240601,8,0.125
JL_Bing_081,yolo_nano,heavy,0.6594371795654297,4,0.25
JL_Bing_169,yolo_nano,heavy,0.6954238414764404,18,0.4444444444444444
JL_Bing_196,yolo_nano,moderate,0.4088013768196106,2,1.0
JL_Bing_224,yolo_nano,heavy,0.5556303858757019,3,1.0
JL_Bing_225,yolo_nano,clear,0.1908577680587768,4,0.5
JL_Bing_238,yolo_nano,heavy,0.5441283583641052,2,0.5
JL_Bing_257,yolo_nano,heavy,0.727528989315033,8,0.0
JL_Bing_282,yolo_nano,moderate,0.3703079223632812,3,1.0
JL_Bing_429,yolo_nano,heavy,0.5613717436790466,4,0.0
JL_Bing_431,yolo_nano,heavy,0.5507409572601318,30,0.3
JL_Bing_568,yolo_nano,heavy,0.6944477558135986,4,0.5
JL_Bing_61,yolo_nano,heavy,0.5278549194335938,8,0.0
JL_Bing_627,yolo_nano,light,0.3158387541770935,1,0.0
JL_Bing_674,yolo_nano,moderate,0.3496717810630798,3,0.0
JL_Bing_683,yolo_nano,moderate,0.4063410758972168,7,0.2857142857142857
JL_Bing_684,yolo_nano,heavy,0.5845391750335693,11,0.0
JL_Bing_708,yolo_nano,heavy,0.44600909948349,4,0.0
JL_Bing_730,yolo_nano,heavy,0.534753143787384,1,0.0
JL_Bing_751,yolo_nano,heavy,0.5554357767105103,2,0.0
JL_Bing_767,yolo_nano,moderate,0.3446382284164428,9,0.1111111111111111
JL_Bing_786,yolo_nano,heavy,0.5976149439811707,2,0.0
JL_Bing_804,yolo_nano,light,0.3398166298866272,4,0.5
JL_Google_011,yolo_nano,heavy,0.5965848565101624,4,0.5
JL_Google_038,yolo_nano,light,0.3353101015090942,22,0.09090909090909091
JL_Google_095,yolo_nano,heavy,0.6355524659156799,2,1.0
JL_Google_104,yolo_nano,heavy,0.553002119064331,5,0.0
JL_Google_115,yolo_nano,heavy,0.6949955224990845,2,1.0
JL_Google_116,yolo_nano,heavy,0.5927393436431885,1,0.0
JL_Google_137,yolo_nano,light,0.2878637909889221,6,0.8333333333333334
JL_Google_143,yolo_nano,heavy,0.636900007724762,1,0.0
JL_Google_145,yolo_nano,heavy,0.7222619652748108,6,0.3333333333333333
JL_Google_152,yolo_nano,light,0.2764692902565002,45,0.08888888888888889
JL_Google_177,yolo_nano,heavy,0.4711664915084839,5,0.8
JL_Google_179,yolo_nano,heavy,0.6966921091079712,1,1.0
JL_Google_227,yolo_nano,light,0.2871580123901367,1,1.0
JL_Google_237,yolo_nano,heavy,0.6351171731948853,1,0.0
JL_Google_24,yolo_nano,light,0.2801371216773987,2,0.0
JL_Google_254,yolo_nano,heavy,0.4947567582130432,5,0.2
JL_Google_255,yolo_nano,heavy,0.6677371859550476,4,0.25
JL_Google_263,yolo_nano,heavy,0.6258960962295532,1,1.0
JL_Google_288,yolo_nano,heavy,0.4984039068222046,1,0.0
JL_Google_289,yolo_nano,heavy,0.46833336353302,4,0.75
JL_Google_290,yolo_nano,heavy,0.5974228978157043,1,0.0
JL_Google_299,yolo_nano,heavy,0.7342606782913208,2,0.0
JL_Google_327,yolo_nano,heavy,0.6646139025688171,6,0.0
JL_Google_354,yolo_nano,light,0.251891016960144,9,0.0
JL_Google_397,yolo_nano,heavy,0.5802347660064697,10,0.3
JL_Google_407,yolo_nano,heavy,0.4698234796524048,1,0.0
JL_Google_412,yolo_nano,heavy,0.6611969470977783,22,0.0
JL_Google_413,yolo_nano,heavy,0.529922366142273,1,1.0
JL_Google_421,yolo_nano,heavy,0.4944160580635071,3,0.3333333333333333
JL_Google_423,yolo_nano,light,0.3006932139396667,8,0.375
JL_Google_463,yolo_nano,heavy,0.4702807664871216,15,0.26666666666666666
JL_Google_464,yolo_nano,heavy,0.4822659492492676,1,1.0
JL_Google_497,yolo_nano,heavy,0.5929039716720581,1,0.0
JL_Google_498,yolo_nano,moderate,0.4141563177108764,1,1.0
JL_Google_502,yolo_nano,heavy,0.6431989073753357,2,0.5
JL_Google_505,yolo_nano,heavy,0.5153182148933411,31,0.5806451612903226
JL_Google_538,yolo_nano,heavy,0.6265164613723755,1,0.0
JL_Google_588,yolo_nano,heavy,0.4546917080879211,1,1.0
JL_Google_589,yolo_nano,heavy,0.6599194407463074,14,0.42857142857142855
JL_Google_592,yolo_nano,moderate,0.4292967319488525,7,0.42857142857142855
JL_Google_595,yolo_nano,heavy,0.4680416584014892,3,0.0
JL_Google_614,yolo_nano,heavy,0.4909371137619018,7,0.5714285714285714
JL_Google_620,yolo_nano,heavy,0.6168279647827148,1,0.0
JL_Google_621,yolo_nano,heavy,0.5229554772377014,17,0.29411764705882354
