stem,filename,relpath,severity,bin,rtdetr_l,yolo_nano,yolov8s,recall_mean,group,median_brightness_score,orange_index_score,channel_spread_score,rms_contrast_score,upper_contrast_score
AM_Bing_211,AM_Bing_211.png,JPEGImages/AM_Bing_211.png,0.2797238230705261,light,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555555,intermediate,105.0,-0.7519215868588276,6.713807531380752,0.24555107999278863,0.24733677164572526
AM_Bing_232,AM_Bing_232.png,JPEGImages/AM_Bing_232.png,0.1328099519014358,clear,0.6,0.5333333333333333,0.8666666666666667,0.6666666666666666,intermediate,126.0,-7.975333046492551,7.975333046492551,0.26271616960197586,0.2585705417310018
AM_Bing_422,AM_Bing_422.png,JPEGImages/AM_Bing_422.png,0.339370459318161,light,0.3,0.5,0.2,0.3333333333333333,intermediate,130.0,10.572869449966845,13.7016003976143,0.25781059871283385,0.25124427619312323
AM_Bing_464,AM_Bing_464.png,JPEGImages/AM_Bing_464.png,0.2099036276340484,clear,0.0,0.0,0.0,0.0,failure,52.0,4.977793209876538,5.438497942386832,0.10607870843443311,0.09273277564820147
AM_Bing_640,AM_Bing_640.png,JPEGImages/AM_Bing_640.png,0.186327263712883,clear,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.6666666666666666,intermediate,89.0,-1.5703279424977552,2.673805031446534,0.1925390312093286,0.14742432077147838
AM_Google_10,AM_Google_10.png,JPEGImages/AM_Google_10.png,0.158821627497673,clear,0.8421052631578947,0.4210526315789473,0.8421052631578947,0.7017543859649122,clear,171.0,63.71943244752194,63.71943244752194,0.2335721296269231,0.2588237747152065
AM_Google_525,AM_Google_525.png,JPEGImages/AM_Google_525.png,0.2018536329269409,clear,0.0,0.0,0.0909090909090909,0.0303030303030303,failure,98.0,-32.49985298621746,32.49985298621746,0.27762490739228685,0.26060331675435516
BD_Baidu_174,BD_Baidu_174.png,JPEGImages/BD_Baidu_174.png,0.262859582901001,light,0.3333333333333333,0.25,0.1666666666666666,0.2499999999999999,failure,96.0,0.7894789081885847,1.595893300248136,0.2593937959334192,0.2166146280584437
BD_Bing_331,BD_Bing_331.png,JPEGImages/BD_Bing_331.png,0.290118932723999,light,0.9285714285714286,1.0,1.0,0.9761904761904764,clear,84.0,14.311915584415587,14.311915584415587,0.24336232166519944,0.23255008674988809
BD_Bing_358,BD_Bing_358.png,JPEGImages/BD_Bing_358.png,0.1999998092651367,clear,0.8181818181818182,0.6363636363636364,0.7272727272727273,0.7272727272727272,clear,85.0,11.065492513790389,11.065492513790389,0.15699115497621968,0.1696792906344179
BD_Bing_420,BD_Bing_420.png,JPEGImages/BD_Bing_420.png,0.293861985206604,light,0.4615384615384615,0.4615384615384615,0.5384615384615384,0.4871794871794871,intermediate,107.0,4.858600260416665,4.858600260416665,0.2613991916726135,0.24700204153100763
BD_Bing_660,BD_Bing_660.png,JPEGImages/BD_Bing_660.png,0.3275744318962097,light,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.7777777777777778,clear,141.0,-1.37550793082481,2.70622133565206,0.29838890759329934,0.2388423601739674
BD_Google_253,BD_Google_253.png,JPEGImages/BD_Google_253.png,0.2934809327125549,light,0.1666666666666666,0.25,0.1666666666666666,0.1944444444444444,failure,112.0,-27.041097267512356,27.041097267512356,0.22855409165178722,0.23907723541678982
BD_Google_357,BD_Google_357.png,JPEGImages/BD_Google_357.png,0.2955259382724762,light,0.0,0.1,0.8,0.3,intermediate,155.0,7.931492027334841,7.931492027334841,0.29963083299515997,0.22118482496739847
